State,Measures,Year,Number of Records,Values
Missouri,Vehicles,2016,1,5684525
Montana,Vehicles,2016,1,1794732
Nebraska,Vehicles,2016,1,1951766
Nevada,Vehicles,2016,1,2398659
New Hampshire,Vehicles,2016,1,1322682
New Jersey,Vehicles,2016,1,5940997
New Mexico,Vehicles,2016,1,1823961
New York,Vehicles,2016,1,11122392
North Carolina,Vehicles,2016,1,8270643
North Dakota,Vehicles,2016,1,894954
Ohio,Vehicles,2016,1,10686057
Oklahoma,Vehicles,2016,1,3737405
Oregon,Vehicles,2016,1,3811706
Pennsylvania,Vehicles,2016,1,10748822
Rhode Island,Vehicles,2016,1,876228
South Carolina,Vehicles,2016,1,4324423
South Dakota,Vehicles,2016,1,1246359
Tennessee,Vehicles,2016,1,5709923
Texas,Vehicles,2016,1,21766166
United States,Vehicles,2016,1,268799083
Utah,Vehicles,2016,1,2317282
Vermont,Vehicles,2016,1,615950
Virginia,Vehicles,2016,1,7301081
Washington,Vehicles,2016,1,7047689
West Virginia,Vehicles,2016,1,1704825
Wisconsin,Vehicles,2016,1,5564429
Wyoming,Vehicles,2016,1,855230
Alabama,Vehicles,2017,1,5056073
Alaska,Vehicles,2017,1,804505
Arizona,Vehicles,2017,1,5964434
Arkansas,Vehicles,2017,1,2833697
California,Vehicles,2017,1,30795141
Colorado,Vehicles,2017,1,5259960
Connecticut,Vehicles,2017,1,2826350
Delaware,Vehicles,2017,1,970733
District of Columbia,Vehicles,2017,1,346016
Florida,Vehicles,2017,1,16959269
Georgia,Vehicles,2017,1,8442325
Hawaii,Vehicles,2017,1,1259541
Idaho,Vehicles,2017,1,1835903
Illinois,Vehicles,2017,1,10890760
Indiana,Vehicles,2017,1,6170034
Iowa,Vehicles,2017,1,3750077
Kansas,Vehicles,2017,1,2717873
Kentucky,Vehicles,2017,1,4293205
Louisiana,Vehicles,2017,1,3906812
Maine,Vehicles,2017,1,1094388
Maryland,Vehicles,2017,1,4357598
Massachusetts,Vehicles,2017,1,5065221
Michigan,Vehicles,2017,1,8518097
Minnesota,Vehicles,2017,1,5682653
Mississippi,Vehicles,2017,1,2057476
Missouri,Vehicles,2017,1,5568736
Montana,Vehicles,2017,1,1863918
Nebraska,Vehicles,2017,1,1965105
Nevada,Vehicles,2017,1,2455442
New Hampshire,Vehicles,2017,1,1319117
New Jersey,Vehicles,2017,1,6057711
New Mexico,Vehicles,2017,1,1740002
New York,Vehicles,2017,1,10857455
North Carolina,Vehicles,2017,1,8070717
North Dakota,Vehicles,2017,1,1056758
Ohio,Vehicles,2017,1,10809247
Oklahoma,Vehicles,2017,1,3744178
Oregon,Vehicles,2017,1,4103451
Pennsylvania,Vehicles,2017,1,10689206
Rhode Island,Vehicles,2017,1,872814
South Carolina,Vehicles,2017,1,4404100
South Dakota,Vehicles,2017,1,1258356
Tennessee,Vehicles,2017,1,5800489
Texas,Vehicles,2017,1,22130765
Utah,Vehicles,2017,1,2355773
Vermont,Vehicles,2017,1,621608
Virginia,Vehicles,2017,1,7514484
Washington,Vehicles,2017,1,7256196
West Virginia,Vehicles,2017,1,1691237
Wisconsin,Vehicles,2017,1,5596635
Wyoming,Vehicles,2017,1,819257
United States,Vehicles,2017,1,272480899
Alabama,Vehicles,2018,1,5300199
Alaska,Vehicles,2018,1,803684
Arizona,Vehicles,2018,1,5806313
Arkansas,Vehicles,2018,1,2817145
California,Vehicles,2018,1,31022328
Colorado,Vehicles,2018,1,5356018
Connecticut,Vehicles,2018,1,2879802
Delaware,Vehicles,2018,1,1008468
District of Columbia,Vehicles,2018,1,351933
Florida,Vehicles,2018,1,17496002
Georgia,Vehicles,2018,1,8512550
Hawaii,Vehicles,2018,1,1267385
Idaho,Vehicles,2018,1,1879670
Illinois,Vehicles,2018,1,10588910
Indiana,Vehicles,2018,1,6190736
Iowa,Vehicles,2018,1,3691892
Kansas,Vehicles,2018,1,2684010
Kentucky,Vehicles,2018,1,4368285
Louisiana,Vehicles,2018,1,3885119
Maine,Vehicles,2018,1,1125588
Maryland,Vehicles,2018,1,4204846
Massachusetts,Vehicles,2018,1,5061499
Michigan,Vehicles,2018,1,8386831
Minnesota,Vehicles,2018,1,5404277
Mississippi,Vehicles,2018,1,2067498
Missouri,Vehicles,2018,1,5498675
Montana,Vehicles,2018,1,1845338
Nebraska,Vehicles,2018,1,1961309
Nevada,Vehicles,2018,1,2514338
New Hampshire,Vehicles,2018,1,1346318
New Jersey,Vehicles,2018,1,6055389
New Mexico,Vehicles,2018,1,1824217
New York,Vehicles,2018,1,11482229
North Carolina,Vehicles,2018,1,8210213
North Dakota,Vehicles,2018,1,899953
Ohio,Vehicles,2018,1,10913773
Oklahoma,Vehicles,2018,1,3699022
Oregon,Vehicles,2018,1,3942875
Pennsylvania,Vehicles,2018,1,10727715
Rhode Island,Vehicles,2018,1,872344
South Carolina,Vehicles,2018,1,4457519
South Dakota,Vehicles,2018,1,1269415
Tennessee,Vehicles,2018,1,5770874
Texas,Vehicles,2018,1,22186241
Utah,Vehicles,2018,1,2372800
Vermont,Vehicles,2018,1,619694
Virginia,Vehicles,2018,1,7604646
Washington,Vehicles,2018,1,7152413
West Virginia,Vehicles,2018,1,1693719
Wisconsin,Vehicles,2018,1,5683061
Wyoming,Vehicles,2018,1,837024
United States,Vehicles,2018,1,273602100
Alabama,Vehicles,2019,1,5288208.452
Alaska,Vehicles,2019,1,795274.6908
Arizona,Vehicles,2019,1,5982559.286
Arkansas,Vehicles,2019,1,2902110.817
California,Vehicles,2019,1,31247270.05
Colorado,Vehicles,2019,1,5412403.746
Connecticut,Vehicles,2019,1,2878547.943
Delaware,Vehicles,2019,1,1016927.475
District of Columbia,Vehicles,2019,1,350463.2003
Florida,Vehicles,2019,1,17833719.6
Georgia,Vehicles,2019,1,8594566.607
Hawaii,Vehicles,2019,1,1272360.871
Idaho,Vehicles,2019,1,1954527.866
Illinois,Vehicles,2019,1,10691946.84
Indiana,Vehicles,2019,1,6223459.576
Iowa,Vehicles,2019,1,3786327.973
Kansas,Vehicles,2019,1,2682337.267
Kentucky,Vehicles,2019,1,4383222.93
Louisiana,Vehicles,2019,1,3802745.712
Maine,Vehicles,2019,1,1130055.585
Maryland,Vehicles,2019,1,4203993.693
Massachusetts,Vehicles,2019,1,5061259.745
Michigan,Vehicles,2019,1,8440064.861
Minnesota,Vehicles,2019,1,5425884.596
Mississippi,Vehicles,2019,1,2066680.604
Missouri,Vehicles,2019,1,5534288.656
Montana,Vehicles,2019,1,1900805.765
Nebraska,Vehicles,2019,1,1968478.877
Nevada,Vehicles,2019,1,2546583.257
New Hampshire,Vehicles,2019,1,1363379.257
New Jersey,Vehicles,2019,1,6033014.586
New Mexico,Vehicles,2019,1,1825421.381
New York,Vehicles,2019,1,11389158.45
North Carolina,Vehicles,2019,1,8527387.905
North Dakota,Vehicles,2019,1,903667.712
Ohio,Vehicles,2019,1,10901278.74
Oklahoma,Vehicles,2019,1,3706623.797
Oregon,Vehicles,2019,1,3919156.992
Pennsylvania,Vehicles,2019,1,10800315.35
Rhode Island,Vehicles,2019,1,868941.7594
South Carolina,Vehicles,2019,1,4516142.58
South Dakota,Vehicles,2019,1,1280968.587
Tennessee,Vehicles,2019,1,5817886.911
Texas,Vehicles,2019,1,23007145.81
Utah,Vehicles,2019,1,2430275.234
Vermont,Vehicles,2019,1,620428.2162
Virginia,Vehicles,2019,1,7647692.483
Washington,Vehicles,2019,1,7377027.784
West Virginia,Vehicles,2019,1,1668113.223
Wisconsin,Vehicles,2019,1,5666399.811
Wyoming,Vehicles,2019,1,843670.8928
United States,Vehicles,2019,1,276491174
Alabama,Vehicles,2020,1,5320340
Alaska,Vehicles,2020,1,792826
Arizona,Vehicles,2020,1,6053781
Arkansas,Vehicles,2020,1,2913369
California,Vehicles,2020,1,30398249
Colorado,Vehicles,2020,1,5350708
Connecticut,Vehicles,2020,1,2867554
Delaware,Vehicles,2020,1,1006135
District of Columbia,Vehicles,2020,1,356537
Florida,Vehicles,2020,1,18464506
Georgia,Vehicles,2020,1,8829596
Hawaii,Vehicles,2020,1,1256140
Idaho,Vehicles,2020,1,1917677
Illinois,Vehicles,2020,1,10587725
Indiana,Vehicles,2020,1,6199901
